ID,Individuals,Adults,Region,OpenFridge,UsedOven,CupsCoffee,CoffeeStrength,StepsDay,SleepNight,Weather,Product1,Product2,Product3,InAppPurchase,SalesVol,AppFaceTime,UserSat,NPS
512,2.0,2.0,,22.0,5.0,10.0,2.0,4255,8.0,Rainy,4.0,10.0,11.0,Yes,29.0,540.0,7,8
565,2.0,2.0,UK,20.0,5.0,9.0,2.0,4405,8.0,Average,4.0,10.0,11.0,Yes,29.0,456.0,6,6
586,2.0,2.0,GER,19.0,4.0,0.0,0.0,4880,11.0,Sunny,5.0,10.0,13.0,Yes,29.0,540.0,6,5
813,2.0,2.0,UK,21.0,5.0,13.0,1.0,3910,7.0,Sunny,3.0,9.0,11.0,Yes,29.0,540.0,7,7
871,2.0,2.0,NL,17.0,6.0,11.0,1.0,5020,8.0,Sunny,5.0,10.0,13.0,Yes,29.0,576.0,6,4
957,2.0,2.0,NL,21.0,5.0,0.0,0.0,5075,9.0,Average,5.0,10.0,13.0,Yes,29.0,516.0,7,7
1077,2.0,2.0,UK,16.0,5.0,10.0,2.0,4340,8.0,Rainy,4.0,10.0,11.0,Yes,29.0,456.0,5,4
1280,2.0,2.0,GER,18.0,5.0,10.0,2.0,0,8.0,Sunny,5.0,10.0,13.0,Yes,29.0,540.0,6,5
1457,2.0,2.0,UK,20.0,5.0,12.0,3.0,3990,7.0,Average,3.0,9.0,11.0,Yes,29.0,564.0,6,6
1614,2.0,2.0,GER,19.0,6.0,13.0,2.0,4415,7.0,Rainy,4.0,10.0,11.0,Yes,29.0,540.0,6,5
2194,2.0,2.0,GER,22.0,5.0,9.0,2.0,4230,8.0,Rainy,4.0,10.0,11.0,Yes,29.0,528.0,7,8
2698,2.0,2.0,GER,19.0,5.0,0.0,0.0,4895,12.0,Average,5.0,10.0,12.0,Yes,29.0,492.0,6,5
2888,2.0,2.0,GER,18.0,6.0,8.0,2.0,4895,9.0,Average,5.0,10.0,12.0,Yes,29.0,564.0,6,5
2894,2.0,2.0,UK,17.0,5.0,0.0,0.0,5090,9.0,Average,5.0,10.0,13.0,Yes,29.0,540.0,6,4
3044,2.0,2.0,GER,18.0,5.0,13.0,3.0,4985,7.0,Sunny,5.0,10.0,13.0,Yes,29.0,444.0,6,5
3059,2.0,2.0,UK,20.0,5.0,14.0,3.0,4890,7.0,Rainy,2.0,9.0,10.0,Yes,29.0,432.0,6,6
3105,2.0,2.0,UK,20.0,5.0,12.0,3.0,4565,7.0,Rainy,2.0,9.0,10.0,Yes,29.0,468.0,6,6
3171,2.0,2.0,GER,18.0,5.0,10.0,2.0,4230,8.0,Sunny,4.0,10.0,12.0,Yes,29.0,540.0,6,5
3512,2.0,2.0,UK,16.0,6.0,12.0,2.0,4785,7.0,Average,5.0,10.0,12.0,Yes,29.0,540.0,5,4
3810,2.0,2.0,UK,20.0,5.0,13.0,1.0,5000,7.0,Average,5.0,10.0,12.0,Yes,29.0,504.0,6,6
4077,2.0,2.0,GER,22.0,6.0,10.0,2.0,4965,8.0,Sunny,5.0,10.0,13.0,Yes,29.0,480.0,7,9
4148,2.0,2.0,GER,24.0,5.0,0.0,0.0,5765,9.0,Average,7.0,11.0,14.0,Yes,29.0,576.0,8,10
142,2.0,2.0,GER,22.0,5.0,12.0,3.0,4760,7.0,Rainy,3.0,9.0,11.0,Yes,30.0,480.0,7,8
296,2.0,2.0,GER,22.0,5.0,8.0,1.0,4975,9.0,Average,5.0,10.0,12.0,Yes,30.0,504.0,7,9
402,2.0,2.0,GER,22.0,5.0,9.0,2.0,4610,8.0,Average,4.0,10.0,11.0,Yes,30.0,528.0,7,8
852,2.0,2.0,UK,19.0,6.0,9.0,2.0,4760,8.0,Average,5.0,10.0,12.0,Yes,30.0,516.0,6,5
1096,2.0,2.0,UK,19.0,4.0,8.0,1.0,4955,9.0,Rainy,2.0,9.0,10.0,Yes,30.0,480.0,6,5
1125,2.0,2.0,NL,24.0,5.0,10.0,2.0,4530,8.0,Sunny,4.0,10.0,12.0,Yes,30.0,540.0,10,10
1291,2.0,2.0,UK,23.0,5.0,9.0,1.0,4535,8.0,Rainy,4.0,10.0,11.0,Yes,30.0,480.0,8,10
1298,2.0,2.0,NL,21.0,5.0,0.0,0.0,4920,12.0,Rainy,1.0,9.0,10.0,Yes,30.0,456.0,7,7
1363,2.0,2.0,GER,16.0,6.0,9.0,2.0,4930,8.0,Average,5.0,10.0,12.0,Yes,30.0,516.0,5,4
1646,2.0,2.0,GER,21.0,5.0,10.0,2.0,4505,8.0,Rainy,2.0,9.0,10.0,Yes,30.0,444.0,7,7
1669,2.0,2.0,UK,23.0,6.0,0.0,0.0,5560,9.0,,6.0,11.0,14.0,Yes,30.0,480.0,8,10
1863,2.0,2.0,NL,20.0,5.0,9.0,2.0,4920,8.0,Average,5.0,10.0,12.0,Yes,30.0,456.0,6,6
2036,2.0,2.0,UK,22.0,4.0,11.0,2.0,5605,8.0,Average,6.0,11.0,13.0,Yes,30.0,432.0,8,9
2053,2.0,2.0,GER,21.0,4.0,11.0,2.0,5655,8.0,Average,7.0,11.0,14.0,Yes,30.0,456.0,7,7
2270,2.0,2.0,UK,23.0,5.0,10.0,1.0,4500,8.0,Rainy,4.0,10.0,11.0,Yes,30.0,612.0,8,10
2979,2.0,2.0,UK,19.0,5.0,10.0,2.0,3880,8.0,Sunny,3.0,9.0,11.0,Yes,30.0,624.0,6,5
2987,2.0,2.0,UK,22.0,5.0,11.0,2.0,5865,8.0,Sunny,5.0,11.0,13.0,Yes,30.0,576.0,7,9
3115,2.0,2.0,GER,21.0,4.0,9.0,2.0,4655,8.0,Sunny,4.0,10.0,12.0,Yes,30.0,672.0,7,7
3354,2.0,2.0,GER,21.0,4.0,11.0,2.0,5900,8.0,Average,5.0,10.0,13.0,Yes,30.0,672.0,7,7
3717,2.0,2.0,UK,20.0,5.0,8.0,2.0,4965,9.0,Rainy,1.0,9.0,10.0,Yes,30.0,696.0,6,6
4116,2.0,2.0,GER,17.0,5.0,12.0,3.0,4605,7.0,Rainy,2.0,9.0,10.0,Yes,30.0,600.0,6,4
4813,2.0,2.0,UK,23.0,5.0,11.0,2.0,5610,8.0,Sunny,6.0,11.0,14.0,Yes,30.0,672.0,10,10
4932,2.0,2.0,GER,22.0,5.0,10.0,2.0,4790,8.0,Rainy,3.0,9.0,11.0,Yes,30.0,672.0,7,8
133,2.0,2.0,NL,23.0,5.0,0.0,0.0,4930,12.0,Average,5.0,10.0,12.0,Yes,31.0,720.0,8,10
185,2.0,2.0,GER,19.0,5.0,13.0,2.0,4325,7.0,Rainy,2.0,9.0,10.0,Yes,31.0,612.0,6,5
657,2.0,2.0,,20.0,4.0,0.0,0.0,5035,9.0,Sunny,5.0,10.0,13.0,Yes,31.0,612.0,7,6
1756,2.0,2.0,GER,20.0,4.0,12.0,3.0,4380,7.0,Sunny,4.0,10.0,12.0,Yes,31.0,708.0,6,6
2002,2.0,2.0,UK,20.0,6.0,11.0,2.0,5200,8.0,Sunny,6.0,11.0,14.0,Yes,31.0,624.0,7,6
2087,2.0,2.0,UK,21.0,5.0,10.0,2.0,4575,8.0,Average,4.0,10.0,,Yes,31.0,612.0,7,7
2319,2.0,2.0,GER,19.0,5.0,0.0,0.0,5095,9.0,Rainy,1.0,9.0,10.0,Yes,31.0,696.0,6,5
2711,2.0,2.0,GER,18.0,5.0,9.0,2.0,4670,8.0,Sunny,4.0,10.0,12.0,Yes,31.0,684.0,6,5
2908,2.0,2.0,UK,22.0,5.0,9.0,2.0,4335,8.0,Average,4.0,10.0,11.0,Yes,31.0,564.0,7,8
3409,2.0,2.0,GER,18.0,5.0,10.0,3.0,4615,8.0,Rainy,3.0,9.0,11.0,Yes,31.0,600.0,6,4
3685,2.0,2.0,UK,21.0,5.0,12.0,2.0,4820,7.0,Average,5.0,10.0,12.0,Yes,31.0,696.0,7,7
3957,2.0,2.0,GER,24.0,4.0,10.0,2.0,3710,8.0,Sunny,3.0,9.0,11.0,Yes,31.0,648.0,9,10
4186,2.0,2.0,GER,16.0,6.0,8.0,2.0,4990,9.0,Rainy,3.0,9.0,11.0,Yes,31.0,600.0,5,4
4369,2.0,2.0,GER,24.0,4.0,8.0,2.0,4870,9.0,Sunny,5.0,10.0,13.0,Yes,31.0,660.0,10,10
4373,2.0,2.0,UK,22.0,5.0,7.0,2.0,5485,9.0,Sunny,6.0,11.0,14.0,Yes,31.0,600.0,8,9
4757,2.0,2.0,NL,22.0,5.0,0.0,0.0,6165,9.0,Sunny,8.0,11.0,15.0,Yes,31.0,624.0,8,9
4920,2.0,2.0,UK,21.0,5.0,10.0,2.0,4395,8.0,Rainy,4.0,10.0,11.0,Yes,31.0,672.0,7,7
22,2.0,2.0,NL,22.0,4.0,11.0,2.0,5390,8.0,Average,6.0,11.0,13.0,Yes,32.0,600.0,8,9
814,2.0,2.0,NL,22.0,5.0,0.0,0.0,5545,9.0,Sunny,6.0,11.0,14.0,Yes,32.0,708.0,8,9
1236,2.0,2.0,GER,17.0,5.0,15.0,3.0,4635,7.0,Sunny,4.0,10.0,12.0,Yes,32.0,660.0,6,4
1326,2.0,2.0,UK,21.0,5.0,10.0,1.0,4800,8.0,Sunny,5.0,10.0,13.0,Yes,32.0,624.0,7,7
1416,2.0,2.0,GER,23.0,5.0,9.0,2.0,4430,8.0,Average,4.0,10.0,11.0,Yes,32.0,720.0,8,10
2428,2.0,2.0,GER,19.0,6.0,11.0,2.0,5445,8.0,Sunny,6.0,11.0,14.0,Yes,32.0,720.0,6,6
2430,2.0,2.0,UK,22.0,5.0,10.0,2.0,4110,8.0,Rainy,4.0,10.0,11.0,Yes,32.0,696.0,7,8
2655,2.0,2.0,GER,19.0,5.0,9.0,3.0,4335,8.0,Average,4.0,10.0,11.0,Yes,32.0,612.0,6,5
2832,2.0,2.0,UK,22.0,5.0,11.0,2.0,5300,8.0,Rainy,2.0,9.0,11.0,Yes,32.0,660.0,7,8
2849,2.0,2.0,GER,23.0,4.0,9.0,2.0,4750,8.0,Average,5.0,10.0,12.0,Yes,32.0,672.0,8,10
3441,2.0,2.0,UK,21.0,5.0,10.0,2.0,4930,8.0,Sunny,5.0,10.0,13.0,Yes,32.0,564.0,7,7
3781,2.0,2.0,UK,22.0,6.0,10.0,3.0,4610,8.0,Rainy,4.0,10.0,11.0,Yes,32.0,684.0,7,8
3853,2.0,2.0,GER,19.0,6.0,13.0,3.0,4550,7.0,Average,4.0,10.0,11.0,Yes,32.0,672.0,6,5
4102,2.0,2.0,UK,21.0,4.0,9.0,2.0,3810,8.0,Sunny,3.0,9.0,11.0,Yes,32.0,672.0,7,7
4430,2.0,2.0,GER,20.0,5.0,12.0,3.0,4360,7.0,Rainy,4.0,10.0,11.0,Yes,32.0,684.0,6,6
489,2.0,2.0,NL,22.0,5.0,12.0,1.0,4970,7.0,Sunny,5.0,10.0,13.0,Yes,33.0,576.0,7,9
937,2.0,2.0,GER,20.0,5.0,9.0,1.0,4595,8.0,Sunny,4.0,10.0,12.0,Yes,33.0,708.0,6,6
1069,2.0,2.0,UK,21.0,4.0,10.0,2.0,4950,8.0,Average,5.0,10.0,12.0,Yes,33.0,612.0,7,7
1292,2.0,2.0,NL,22.0,5.0,8.0,1.0,4960,9.0,Sunny,5.0,10.0,13.0,Yes,33.0,636.0,7,9
1300,2.0,2.0,GER,25.0,5.0,7.0,2.0,5345,9.0,Average,6.0,11.0,13.0,Yes,33.0,588.0,8,10
1725,2.0,2.0,GER,23.0,5.0,12.0,3.0,4115,7.0,Rainy,3.0,9.0,11.0,Yes,33.0,720.0,8,10
2171,2.0,2.0,UK,20.0,5.0,0.0,0.0,6005,9.0,Average,8.0,12.0,,Yes,33.0,696.0,7,7
2214,2.0,2.0,GER,19.0,5.0,13.0,3.0,4815,7.0,Average,5.0,10.0,12.0,Yes,33.0,600.0,6,5
3420,2.0,2.0,GER,15.0,4.0,9.0,1.0,4885,8.0,Rainy,1.0,9.0,10.0,Yes,33.0,600.0,5,3
3820,2.0,2.0,GER,23.0,5.0,10.0,2.0,4890,8.0,Sunny,5.0,10.0,13.0,Yes,33.0,660.0,9,10
3829,2.0,2.0,GER,23.0,5.0,0.0,0.0,5365,9.0,Average,6.0,11.0,13.0,Yes,33.0,624.0,9,10
3839,2.0,2.0,UK,21.0,5.0,9.0,2.0,4700,8.0,Rainy,4.0,10.0,12.0,Yes,33.0,636.0,7,7
4128,2.0,2.0,GER,19.0,5.0,6.0,2.0,5630,9.0,Sunny,6.0,11.0,14.0,Yes,33.0,612.0,6,6
4791,2.0,2.0,UK,22.0,5.0,8.0,2.0,4990,9.0,Average,5.0,10.0,12.0,Yes,33.0,660.0,7,9
4825,2.0,2.0,GER,24.0,5.0,10.0,1.0,4720,8.0,Rainy,1.0,9.0,10.0,Yes,33.0,672.0,10,10
4881,2.0,2.0,UK,21.0,5.0,0.0,0.0,6185,9.0,Sunny,9.0,12.0,15.0,Yes,33.0,672.0,7,8
4959,2.0,2.0,UK,21.0,5.0,11.0,2.0,5505,8.0,Average,6.0,11.0,13.0,Yes,33.0,708.0,7,7
515,2.0,2.0,UK,20.0,5.0,0.0,0.0,4945,8.0,Average,5.0,10.0,12.0,Yes,34.0,648.0,6,6
1202,2.0,2.0,GER,16.0,4.0,8.0,1.0,4955,9.0,Average,5.0,10.0,12.0,Yes,34.0,576.0,5,4
1206,2.0,2.0,NL,22.0,5.0,13.0,3.0,3630,7.0,Sunny,3.0,9.0,11.0,Yes,34.0,588.0,7,8
1281,2.0,2.0,UK,19.0,5.0,9.0,2.0,4790,8.0,Rainy,3.0,9.0,11.0,Yes,34.0,708.0,6,5
1803,2.0,2.0,UK,20.0,4.0,0.0,0.0,4905,8.0,Average,5.0,10.0,12.0,Yes,34.0,660.0,6,6
2039,2.0,2.0,UK,20.0,6.0,0.0,0.0,4885,12.0,Sunny,5.0,10.0,,Yes,34.0,,7,6
2441,2.0,2.0,UK,19.0,5.0,12.0,1.0,4920,7.0,Sunny,5.0,10.0,13.0,Yes,34.0,720.0,6,5
3173,2.0,2.0,NL,22.0,4.0,11.0,1.0,6160,8.0,Rainy,4.0,10.0,12.0,Yes,34.0,660.0,7,8
3897,2.0,2.0,UK,20.0,4.0,9.0,2.0,4690,8.0,Sunny,4.0,10.0,12.0,Yes,34.0,624.0,6,6
4645,2.0,2.0,GER,18.0,6.0,0.0,0.0,4920,10.0,Average,5.0,10.0,12.0,Yes,34.0,696.0,6,5
45,2.0,2.0,UK,21.0,5.0,0.0,0.0,5425,9.0,Sunny,6.0,11.0,14.0,Yes,35.0,696.0,7,7
190,2.0,2.0,GER,16.0,5.0,12.0,3.0,4440,7.0,Sunny,4.0,10.0,12.0,Yes,35.0,600.0,5,4
216,2.0,2.0,NL,23.0,6.0,11.0,1.0,5625,8.0,Rainy,4.0,10.0,12.0,Yes,35.0,600.0,8,10
301,2.0,2.0,GER,18.0,5.0,10.0,2.0,5000,8.0,Rainy,3.0,9.0,11.0,Yes,35.0,624.0,6,4
591,2.0,2.0,GER,21.0,5.0,11.0,3.0,5170,8.0,Average,6.0,11.0,13.0,Yes,35.0,720.0,7,7
757,2.0,2.0,GER,14.0,5.0,11.0,2.0,5065,8.0,Average,5.0,10.0,13.0,Yes,35.0,624.0,5,3
1017,2.0,2.0,GER,20.0,6.0,10.0,2.0,4830,8.0,Sunny,5.0,10.0,13.0,Yes,35.0,636.0,6,6
1287,2.0,2.0,UK,19.0,5.0,13.0,3.0,4465,7.0,Sunny,4.0,10.0,12.0,Yes,35.0,600.0,6,5
1606,2.0,2.0,UK,20.0,6.0,9.0,2.0,3800,8.0,,3.0,9.0,11.0,Yes,35.0,612.0,6,6
1944,2.0,2.0,GER,16.0,6.0,13.0,2.0,4560,7.0,Rainy,4.0,10.0,11.0,Yes,35.0,648.0,5,4
1977,2.0,2.0,GER,21.0,5.0,9.0,2.0,4640,8.0,Average,4.0,10.0,11.0,Yes,35.0,672.0,7,7
1985,2.0,2.0,GER,20.0,5.0,11.0,2.0,5155,8.0,Sunny,5.0,11.0,13.0,Yes,35.0,708.0,7,6
2111,2.0,2.0,GER,18.0,5.0,8.0,1.0,4980,9.0,Rainy,4.0,10.0,12.0,Yes,35.0,684.0,6,4
2199,2.0,2.0,UK,19.0,5.0,10.0,2.0,4825,8.0,Average,5.0,10.0,12.0,Yes,35.0,612.0,6,5
2897,2.0,2.0,UK,24.0,5.0,9.0,2.0,4070,8.0,Rainy,3.0,9.0,11.0,Yes,35.0,684.0,9,10
2940,2.0,2.0,GER,20.0,5.0,7.0,2.0,5380,9.0,Average,6.0,11.0,13.0,Yes,35.0,624.0,7,6
2972,2.0,2.0,UK,22.0,5.0,13.0,3.0,4270,7.0,Rainy,3.0,9.0,11.0,Yes,35.0,552.0,7,8
3289,2.0,2.0,GER,21.0,5.0,9.0,2.0,4935,8.0,Sunny,5.0,10.0,13.0,Yes,35.0,660.0,7,7
3459,2.0,2.0,GER,21.0,5.0,11.0,1.0,5095,8.0,Sunny,5.0,11.0,13.0,Yes,35.0,720.0,7,7
3885,2.0,2.0,NL,23.0,5.0,7.0,1.0,5250,9.0,Average,6.0,11.0,13.0,Yes,35.0,600.0,9,10
3943,2.0,2.0,UK,22.0,5.0,7.0,1.0,6255,9.0,Rainy,3.0,9.0,11.0,Yes,35.0,612.0,7,8
4234,2.0,2.0,GER,21.0,5.0,7.0,1.0,5470,9.0,Average,6.0,11.0,13.0,Yes,35.0,648.0,7,7
4237,2.0,2.0,GER,18.0,5.0,8.0,1.0,4935,9.0,Rainy,1.0,9.0,10.0,Yes,35.0,612.0,6,4
4365,2.0,2.0,UK,21.0,5.0,11.0,3.0,5965,8.0,Sunny,8.0,11.0,15.0,Yes,35.0,600.0,7,8
4459,2.0,2.0,NL,20.0,5.0,11.0,2.0,5135,8.0,Average,5.0,10.0,13.0,Yes,35.0,564.0,6,6
4609,2.0,2.0,UK,21.0,5.0,11.0,2.0,5220,8.0,Sunny,6.0,11.0,14.0,Yes,35.0,684.0,7,7
4976,2.0,2.0,UK,22.0,5.0,9.0,2.0,4780,8.0,Rainy,4.0,10.0,12.0,Yes,35.0,768.0,7,8
4984,2.0,2.0,GER,16.0,5.0,10.0,2.0,3815,8.0,Rainy,3.0,9.0,11.0,Yes,35.0,708.0,5,4
724,2.0,2.0,GER,21.0,5.0,0.0,0.0,5010,9.0,Rainy,2.0,9.0,10.0,Yes,36.0,780.0,7,7
845,2.0,2.0,UK,20.0,5.0,7.0,1.0,5025,9.0,Average,5.0,10.0,12.0,Yes,36.0,780.0,6,6
1294,2.0,2.0,UK,19.0,5.0,0.0,0.0,5150,9.0,Average,5.0,10.0,13.0,Yes,36.0,804.0,6,5
2156,2.0,2.0,NL,23.0,4.0,12.0,2.0,4565,7.0,Average,4.0,10.0,11.0,Yes,36.0,732.0,8,10
2717,2.0,2.0,GER,22.0,5.0,13.0,2.0,4690,7.0,Rainy,3.0,9.0,11.0,Yes,36.0,768.0,7,8
2928,2.0,2.0,NL,23.0,5.0,11.0,2.0,5620,8.0,Rainy,6.0,11.0,13.0,Yes,36.0,792.0,8,10
3178,2.0,2.0,GER,22.0,5.0,9.0,2.0,4875,8.0,Average,5.0,10.0,12.0,Yes,36.0,804.0,7,8
3185,2.0,2.0,UK,18.0,5.0,10.0,2.0,4695,8.0,Average,5.0,10.0,12.0,Yes,36.0,744.0,6,5
4216,2.0,2.0,NL,23.0,6.0,11.0,2.0,5900,8.0,Rainy,4.0,10.0,12.0,Yes,36.0,756.0,8,10
4384,2.0,2.0,GER,22.0,5.0,9.0,1.0,4875,8.0,Sunny,5.0,10.0,13.0,Yes,36.0,828.0,7,9
4634,2.0,2.0,UK,19.0,5.0,9.0,2.0,4905,8.0,Average,5.0,10.0,12.0,Yes,36.0,768.0,6,5
4697,2.0,2.0,UK,16.0,6.0,11.0,2.0,5370,8.0,Average,6.0,11.0,13.0,Yes,36.0,780.0,5,4
4772,2.0,2.0,UK,20.0,5.0,9.0,2.0,4550,8.0,Rainy,1.0,8.0,10.0,Yes,36.0,828.0,6,6
4780,2.0,2.0,GER,21.0,4.0,0.0,0.0,5030,9.0,Average,5.0,10.0,12.0,Yes,36.0,828.0,7,7
4921,2.0,2.0,UK,21.0,5.0,12.0,3.0,4680,7.0,Rainy,2.0,9.0,10.0,Yes,36.0,720.0,7,7
416,2.0,2.0,UK,19.0,4.0,9.0,2.0,4590,8.0,Rainy,2.0,9.0,10.0,Yes,37.0,720.0,6,5
439,2.0,2.0,UK,23.0,5.0,13.0,3.0,4345,7.0,Sunny,4.0,10.0,12.0,Yes,37.0,816.0,8,10
452,2.0,2.0,GER,22.0,5.0,12.0,3.0,4395,7.0,Rainy,4.0,10.0,11.0,Yes,37.0,756.0,7,8
471,2.0,2.0,UK,18.0,5.0,10.0,2.0,4795,8.0,Rainy,1.0,9.0,10.0,Yes,37.0,780.0,6,4
738,2.0,2.0,UK,23.0,5.0,7.0,1.0,5245,9.0,Average,6.0,11.0,13.0,Yes,37.0,756.0,10,10
989,2.0,2.0,GER,20.0,5.0,10.0,1.0,4830,8.0,Rainy,2.0,9.0,10.0,Yes,37.0,768.0,6,6
1207,2.0,2.0,NL,23.0,5.0,10.0,2.0,4435,8.0,Rainy,2.0,9.0,10.0,Yes,37.0,720.0,8,9
1496,2.0,2.0,UK,19.0,4.0,9.0,2.0,4295,8.0,Sunny,4.0,10.0,12.0,Yes,37.0,744.0,6,5
2995,2.0,2.0,GER,21.0,5.0,10.0,2.0,4470,8.0,Average,4.0,10.0,11.0,Yes,37.0,756.0,7,7
3073,2.0,2.0,UK,19.0,6.0,0.0,0.0,6465,9.0,Sunny,8.0,12.0,15.0,Yes,37.0,804.0,6,6
3748,2.0,2.0,UK,17.0,5.0,0.0,0.0,177340,9.0,Sunny,8.0,16.0,15.0,Yes,37.0,780.0,6,4
3925,2.0,2.0,UK,23.0,5.0,11.0,2.0,5110,8.0,Rainy,2.0,9.0,10.0,Yes,37.0,744.0,8,10
3952,2.0,2.0,NL,22.0,4.0,9.0,2.0,4645,8.0,Rainy,4.0,10.0,11.0,Yes,37.0,804.0,7,8
3988,2.0,2.0,UK,1.0,5.0,11.0,2.0,5780,8.0,Average,7.0,12.0,14.0,Yes,37.0,804.0,1,1
4009,2.0,2.0,GER,21.0,5.0,12.0,3.0,3300,7.0,Rainy,0.0,8.0,10.0,Yes,37.0,804.0,7,7
4438,2.0,2.0,NL,22.0,6.0,4.0,1.0,5380,9.0,Average,6.0,11.0,13.0,Yes,37.0,744.0,8,9
27,2.0,2.0,UK,23.0,6.0,0.0,0.0,5260,9.0,Rainy,4.0,10.0,12.0,Yes,38.0,780.0,8,10
122,2.0,2.0,UK,17.0,4.0,0.0,0.0,5395,9.0,Rainy,2.0,9.0,11.0,Yes,38.0,720.0,6,4
424,2.0,2.0,UK,14.0,5.0,0.0,0.0,5185,9.0,Average,6.0,11.0,13.0,Yes,38.0,780.0,5,3
453,2.0,2.0,GER,18.0,5.0,7.0,2.0,5130,9.0,Sunny,5.0,11.0,13.0,Yes,38.0,792.0,6,5
679,2.0,2.0,UK,22.0,5.0,12.0,3.0,4815,7.0,Rainy,2.0,9.0,10.0,Yes,38.0,780.0,7,8
883,2.0,2.0,UK,15.0,5.0,10.0,2.0,4765,8.0,Sunny,5.0,10.0,13.0,Yes,38.0,792.0,5,3
977,2.0,2.0,NL,20.0,5.0,7.0,1.0,5025,9.0,Average,5.0,10.0,12.0,Yes,38.0,816.0,6,6
1367,2.0,2.0,GER,18.0,4.0,13.0,3.0,4855,7.0,Average,5.0,10.0,12.0,Yes,38.0,720.0,6,5
1740,2.0,2.0,UK,22.0,5.0,11.0,2.0,5205,8.0,Sunny,6.0,11.0,14.0,Yes,38.0,720.0,8,9
2169,2.0,2.0,GER,20.0,4.0,9.0,3.0,4425,8.0,Average,4.0,10.0,11.0,Yes,38.0,768.0,6,6
2267,2.0,2.0,UK,17.0,5.0,11.0,2.0,5770,8.0,Average,7.0,11.0,14.0,Yes,38.0,756.0,6,4
3026,2.0,2.0,UK,22.0,6.0,10.0,2.0,4050,8.0,Sunny,3.0,9.0,11.0,Yes,38.0,720.0,7,8
3307,2.0,2.0,GER,19.0,4.0,10.0,2.0,4700,8.0,Average,5.0,10.0,12.0,Yes,38.0,792.0,6,5
3482,2.0,2.0,UK,25.0,4.0,11.0,2.0,5640,8.0,Sunny,6.0,11.0,14.0,Yes,38.0,732.0,8,10
3520,2.0,2.0,UK,24.0,5.0,11.0,1.0,5745,8.0,Sunny,7.0,16.0,15.0,Yes,38.0,744.0,10,10
4581,2.0,2.0,UK,22.0,5.0,13.0,2.0,4820,7.0,Average,5.0,10.0,12.0,Yes,38.0,756.0,7,8
4652,2.0,2.0,GER,18.0,5.0,10.0,2.0,4345,8.0,Rainy,2.0,9.0,10.0,Yes,38.0,780.0,6,4
4989,2.0,2.0,UK,17.0,5.0,9.0,2.0,4765,8.0,Rainy,3.0,9.0,11.0,Yes,38.0,756.0,6,4
120,2.0,2.0,GER,19.0,5.0,0.0,0.0,5125,9.0,Rainy,2.0,9.0,10.0,Yes,39.0,780.0,6,5
345,2.0,2.0,GER,19.0,5.0,0.0,0.0,4805,8.0,Sunny,5.0,10.0,13.0,Yes,39.0,732.0,6,5
367,2.0,2.0,NL,19.0,4.0,12.0,2.0,4870,7.0,Sunny,5.0,10.0,13.0,Yes,39.0,780.0,6,5
386,2.0,2.0,NL,19.0,5.0,7.0,3.0,5735,9.0,Sunny,7.0,11.0,14.0,Yes,39.0,780.0,6,6
2524,2.0,2.0,UK,21.0,5.0,7.0,2.0,5260,9.0,Sunny,6.0,11.0,14.0,Yes,39.0,804.0,7,7
2709,2.0,2.0,NL,20.0,5.0,0.0,0.0,5820,9.0,Sunny,7.0,11.0,15.0,Yes,39.0,780.0,7,7
2811,2.0,2.0,UK,20.0,5.0,11.0,2.0,6040,8.0,Sunny,8.0,15.0,15.0,Yes,39.0,720.0,7,7
3577,2.0,2.0,GER,18.0,5.0,10.0,2.0,4355,8.0,Average,4.0,10.0,11.0,Yes,39.0,828.0,6,4
4020,2.0,2.0,GER,16.0,4.0,10.0,1.0,4865,8.0,Average,5.0,10.0,12.0,Yes,39.0,780.0,5,4
4330,2.0,2.0,UK,16.0,4.0,9.0,2.0,4600,8.0,Rainy,4.0,10.0,11.0,Yes,39.0,828.0,5,4
4359,2.0,2.0,UK,25.0,6.0,10.0,3.0,4375,8.0,Average,4.0,10.0,11.0,Yes,39.0,816.0,10,10
4371,2.0,2.0,GER,17.0,5.0,6.0,1.0,5570,9.0,Sunny,6.0,11.0,14.0,Yes,39.0,768.0,6,4
4490,2.0,2.0,UK,23.0,5.0,8.0,1.0,4915,9.0,Rainy,3.0,9.0,11.0,Yes,39.0,780.0,8,10
68,2.0,2.0,UK,23.0,5.0,0.0,0.0,5390,9.0,Average,6.0,11.0,13.0,Yes,40.0,732.0,8,10
118,2.0,2.0,UK,24.0,5.0,8.0,3.0,4870,9.0,Rainy,1.0,9.0,10.0,Yes,40.0,816.0,10,10
417,2.0,2.0,GER,21.0,6.0,11.0,2.0,5935,8.0,Sunny,5.0,11.0,13.0,Yes,40.0,816.0,7,7
739,2.0,2.0,GER,18.0,5.0,11.0,2.0,5565,8.0,Average,6.0,11.0,13.0,Yes,40.0,720.0,6,5
916,2.0,2.0,UK,21.0,6.0,12.0,3.0,3655,7.0,Average,3.0,9.0,11.0,Yes,40.0,720.0,7,7
1012,2.0,2.0,UK,21.0,5.0,12.0,2.0,4925,7.0,Average,5.0,10.0,12.0,Yes,40.0,744.0,7,7
1403,2.0,2.0,GER,21.0,5.0,11.0,1.0,5605,8.0,Sunny,6.0,11.0,14.0,Yes,40.0,816.0,7,7
